count_session,count_hit,channelGrouping,totals_newVisits,device_browser,device_operatingSystem,device_isMobile,device_deviceCategory,geoNetwork_region,geoNetwork_latitude,geoNetwork_longitude,historic_session,historic_session_page,avg_session_time,avg_session_time_page,single_page_rate,sessionQualityDim,earliest_visit_number,latest_visit_number,time_earliest_visit,time_latest_visit,avg_visit_time,days_since_first_visit,visits_per_day,bounce_rate,earliest_source,latest_source,earliest_medium,latest_medium,earliest_keyword,latest_keyword,earliest_isTrueDirect,latest_isTrueDirect,num_interactions,bounces,time_on_site,transactionRevenue,products_array,has_converted,product_list,"food_cupboard--tins,_jars_&_packets--powdered_milk","baby_products--milk,_food_&_juices--baby_&_toddler_formula--baby_formula_(1-6_years)","baby_products--milk,_food_&_juices--juices_&_beverages",nonfood,"baby_products--milk,_food_&amp;_juices--baby_&amp;_toddler_formula--baby_formula_(6-12_months)",Changing_&_Bathing,"baby_products--changing_&amp;_bathing--diapers,_wipes_&amp;_diaper_cream--baby_wipes_family_pack","baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--baby_wipes_single_piece",Baby_Products,fresh_food--dairy_&_eggs--yoghurt--probiotic_yoghurt,Baby_Pants,Baby Products--Changing &amp; Bathing--Pull-ups &amp; Swimming Pants--Baby Pants,Baby_and_Personal_Care,baby_products--changing_&_bathing--pull-ups_&_swimming_pants--baby_pants,"Baby_Products--Changing_&amp;amp;_Bathing--Diapers,_Wipes_&amp;amp;_Diaper_Cream--Baby_Diapers","baby_products--milk,_food_&amp;_juices--baby_&amp;_toddler_formula--baby_formula_(1-6_years)","baby_products--milk,_food_&amp;_juices--baby_&amp;_toddler_formula--baby_formula_(0-6_months)","Baby_Products--Changing_&_Bathing--Diapers,_Wipes_&_Diaper_Cream--Baby_Diapers","baby_products--milk,_food_&_juices--baby_&_toddler_formula--baby_formula_(6-12_years)",سراويل_الأطفال,fresh_food--dairy_&_eggs--cheese_&_labneh--labneh,حفاضات_اطفال,"baby_products--milk,_food_&_juices--baby_&_toddler_formula--baby_formula_(6-12_months)",Baby_Diapers,baby_products--changing_&amp;_bathing--pull-ups_&amp;_swimming_pants--baby_pants,non_food,"baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--natural_baby_diapers",food,Bulk_Savings,"food_cupboard--tins,_jars_&amp;_packets--powdered_milk","Diapers,_Wipes_&_Diaper_Cream","baby_products--milk,_food_&_juices--baby_&_toddler_formula--baby_formula_(0-6_months)",baby_products--changing_&_bathing--pull-ups_&_swimming_pants--baby_swimming,(not set),"Baby Products--Changing &amp; Bathing--Diapers, Wipes &amp; Diaper Cream--Baby Diapers",Pull-ups_&_Swimming_Pants,"baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--baby_diapers","baby_products--changing_&amp;_bathing--diapers,_wipes_&amp;_diaper_cream--baby_diapers","baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--baby_wipes_family_pack","baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--natural_baby_wipes"
23,3211,2,0,5,1,True,1,1,24.1302,55.8023,9077,4398,394.6521739130435,191.2173913043478,0.782608695652174,16,38,60,20.12,20.83,20,21,145.95454545454547,0.0,24,4,7,1,1,1,True,True,10787,0,2409,47749084,2265,0,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,328,1,0,5,1,True,1,25,25.2048,55.2708,778,0,259.33333333333326,0.0,1.0,5,41,43,13.58,17.17,14,4,65.6,0.0,24,4,7,1,1,1,True,True,437,0,1944,0,2286,0,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,3416,2,0,5,6,True,1,1,24.4539,54.3773,5877,0,209.89285714285717,0.0,1.0,2,63,151,9.28,19.37,12,25,131.3846153846154,0.0,24,4,7,1,83,95,False,True,10505,0,351,92690490,779,1,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,992,2,0,5,6,True,1,1,24.4539,54.3773,1927,442,214.11111111111111,49.11111111111112,0.8888888888888888,2,1,8,13.8,20.67,18,28,34.206896551724135,0.0,0,4,0,1,3,95,True,False,1117,0,3628,87381820,1774,1,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
46,7300,2,0,5,6,True,1,25,25.2048,55.2708,10317,0,224.28260869565216,0.0,1.0,10,25,513,20.4,18.67,15,29,243.33333333333331,0.0,24,4,7,1,88,97,True,True,45400,0,3524,29880572,1779,1,1839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,309,1,0,5,1,True,1,25,25.2048,55.2708,639,0,71.0,0.0,1.0,6,12,20,10.45,7.73,11,21,14.045454545454543,0.0,30,4,12,1,3,0,True,True,752,0,347,0,2286,0,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1692,2,0,5,6,True,1,1,24.4539,54.3773,3130,0,240.7692307692308,0.0,1.0,2,116,128,20.68,19.6,17,26,62.66666666666666,0.0,23,3,7,1,54,56,True,True,8630,0,277,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,3496,2,0,5,6,True,1,71,25.3463,55.4209,7005,0,269.4230769230769,0.0,1.0,2,7,48,15.78,1.32,11,26,129.4814814814815,0.0,24,4,7,1,83,91,True,False,7348,0,852,231175597,1956,1,1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,219,1,0,5,1,True,1,71,25.3463,55.4209,2968,0,2968.0,0.0,1.0,43,30,30,17.63,17.63,18,0,219.0,0.0,24,4,7,1,1,1,True,True,233,0,14840,0,4,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,719,2,0,5,1,True,1,25,25.2048,55.2708,3221,0,292.8181818181818,0.0,1.0,18,35,45,16.88,5.73,11,23,29.95833333333333,0.0,24,4,7,1,27,95,True,True,4717,0,1513,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,172,2,0,2,5,False,0,25,25.2048,55.2708,3278,3278,1092.6666666666667,1092.6666666666667,0.0,8,2,4,12.87,6.62,7,27,18.357142857142858,0.0,24,4,11,1,2,68,True,False,533,0,5084,118023574,1,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,62,2,0,2,5,False,0,71,25.3463,55.4209,2922,2922,974.0,974.0,0.0,54,19,21,16.07,16.47,16,4,53.4,0.0,24,4,7,1,76,82,True,True,384,0,19701,149471127,8,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1416,2,0,5,6,True,1,25,25.2048,55.2708,1052,0,131.5,0.0,1.0,2,3,28,9.73,20.82,13,29,47.2,0.0,24,4,7,1,83,91,True,True,5368,0,708,0,1073,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,13866,1,0,5,6,True,1,71,25.3463,55.4209,19449,0,313.6935483870968,0.0,1.0,2,42,123,23.03,19.12,14,29,462.2,0.0,24,4,7,1,1,1,True,True,76703,0,4447,245920683,490,1,486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,10,2,1,2,5,False,0,2,25.4052,55.5136,253,253,253.0,253.0,0.0,34,1,1,8.32,8.32,8,0,85.0,0.0,24,4,7,1,68,73,False,False,87,0,2820,0,5,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,2796,2,0,5,1,True,1,25,25.2048,55.2708,15717,5588,827.2105263157895,294.10526315789474,0.8421052631578946,11,173,191,10.1,17.43,14,28,96.41379310344828,0.0,30,4,12,1,3,98,True,False,14687,0,1133,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,3321,2,0,5,1,True,1,37,48.8566,2.3522,13992,1919,583.0,79.95833333333333,0.9583333333333331,15,359,382,16.72,2.5,14,30,107.12903225806453,0.0,30,4,12,1,3,95,True,True,11584,0,13931,0,3466,0,3459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,2411,2,0,5,1,True,1,2,25.4052,55.5136,8323,1210,640.2307692307693,93.07692307692308,0.9230769230769232,50,20,32,18.55,9.23,12,25,92.73076923076921,0.0,24,4,7,1,90,97,True,True,2411,0,6383,85067628,3377,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,147,2,0,5,6,True,1,25,25.2048,55.2708,323,0,53.833333333333336,0.0,1.0,2,62,139,19.38,15.57,17,23,6.125,0.0,24,4,7,1,91,98,True,True,1828,0,65,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1914,2,0,5,6,True,1,25,25.2048,55.2708,1579,0,197.375,0.0,1.0,2,45,52,11.33,10.28,13,30,61.74193548387097,0.0,24,4,7,1,88,444,True,True,6403,0,0,119335121,3254,1,3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,11246,2,0,5,6,True,1,25,25.2048,55.2708,22392,0,315.38028169014086,0.0,1.0,3,17,274,19.13,23.57,15,30,362.77419354838713,0.0,23,3,7,1,43,558,True,True,33362,0,2001,516219368,1895,1,1893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,157,2,0,5,1,True,1,2,25.4052,55.5136,1395,1213,697.5,606.5,0.5,40,6,7,0.78,17.28,11,1,78.5,0.0,24,4,7,1,88,95,True,True,157,0,100389,1484827224,2545,1,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
29,963,2,0,5,1,True,1,25,25.2048,55.2708,3635,0,125.34482758620688,0.0,1.0,4,227,255,11.83,1.1,11,28,33.206896551724135,0.0,24,4,7,1,90,95,False,True,4209,0,105,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,157,2,0,5,6,True,1,25,25.2048,55.2708,275,0,137.5,0.0,1.0,2,12,13,22.68,12.9,15,6,22.428571428571427,0.0,24,4,7,1,88,95,True,True,332,0,496,0,1,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1368,2,0,5,1,True,1,1,24.4539,54.3773,4429,1093,492.11111111111114,121.44444444444444,0.8888888888888888,5,1,9,13.22,10.9,13,26,50.66666666666666,0.0,0,4,0,1,3,97,True,True,4993,0,72170,74912490,2503,0,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
37,4735,2,0,5,1,True,1,25,25.2048,55.2708,26243,11606,709.2702702702703,313.6756756756757,0.8378378378378378,6,142,179,7.85,19.28,13,27,169.10714285714286,0.0,30,4,12,1,3,95,True,True,13578,0,28397,110020208,2414,0,2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,687,2,0,5,1,True,1,1,24.4539,54.3773,1892,0,236.5,0.0,1.0,4,81,88,0.63,15.77,7,29,22.9,0.0,24,4,7,1,25,95,True,True,2995,0,12290,0,3474,0,3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,343,2,0,5,6,True,1,25,25.2048,55.2708,526,0,263.0,0.0,1.0,2,68,69,13.93,8.87,10,28,11.827586206896552,0.0,24,4,7,1,88,95,True,True,4539,0,1840,74870779,1778,1,1884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1864,2,0,5,6,True,1,25,25.2048,55.2708,1308,0,100.6153846153846,0.0,1.0,2,4,16,16.75,13.7,13,27,66.57142857142857,0.0,0,4,0,1,3,95,True,True,2966,0,906,27674962,1779,1,1839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,1718,2,0,5,6,True,1,25,25.2048,55.2708,1232,0,88.0,0.0,1.0,2,9,112,16.82,11.17,15,29,57.266666666666666,0.0,24,4,7,1,83,91,True,False,4908,0,1065,80397495,1780,1,1811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,5501,1,0,5,6,True,1,25,25.2048,55.2708,10496,0,524.8,0.0,1.0,2,9,67,13.68,13.33,12,28,189.68965517241375,0.0,24,4,7,1,1,1,True,True,17817,0,5450,240635663,306,1,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
23,3623,2,0,5,6,True,1,25,25.2048,55.2708,4635,0,201.5217391304348,0.0,1.0,4,12,166,7.88,6.63,11,30,116.87096774193547,0.0,24,2,7,1,248,2,True,True,17957,0,0,52137927,1160,1,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,80,1,0,5,1,True,1,1,24.4539,54.3773,164,0,82.0,0.0,1.0,5,14,15,14.18,7.95,10,1,40.0,0.0,24,4,7,1,0,0,True,True,1320,0,800,0,2299,0,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,499,2,0,5,1,True,1,1,24.4539,54.3773,2186,0,2186.0,0.0,1.0,38,25,25,21.62,21.62,22,0,499.0,0.0,24,4,7,1,152,192,False,False,521,0,54675,0,2480,0,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,2232,2,0,5,1,True,1,1,24.4539,54.3773,8104,3574,405.2,178.7,0.85,5,72,91,1.17,12.5,6,28,76.96551724137932,0.0,30,4,9,1,3,1,True,True,7717,0,8213,937439486,2979,0,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,9065,2,0,5,1,True,1,25,25.2048,55.2708,43962,9067,467.6808510638298,96.45744680851065,0.9042553191489362,6,117,210,9.67,8.38,12,30,292.4193548387097,0.0,30,4,12,1,3,97,True,True,20128,0,7432,0,2429,0,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,633,2,0,5,6,True,1,1,24.4539,54.3773,969,0,161.5,0.0,1.0,2,2,7,17.13,13.47,13,24,25.32,0.0,0,4,0,1,3,246,True,True,2196,0,3022,7065165,538,1,577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,5885,2,0,5,6,True,1,25,25.2048,55.2708,16869,0,306.7090909090909,0.0,1.0,2,1,73,11.7,12.73,9,27,210.17857142857144,0.0,24,4,7,1,88,149,True,True,7321,0,52,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,90,2,0,5,6,True,1,1,24.4539,54.3773,130,0,130.0,0.0,1.0,2,20,20,19.13,19.13,19,0,90.0,0.0,24,4,7,1,90,97,True,True,3120,0,0,44751494,1448,1,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4585,1,0,5,6,True,1,25,25.2048,55.2708,4314,0,172.56,0.0,1.0,1,2,21,5.87,9.53,9,29,152.83333333333334,0.0,24,4,7,1,1,1,True,True,7816,0,1169,194708177,1577,1,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,9310,2,0,5,6,True,1,25,25.2048,55.2708,9556,2988,281.05882352941177,87.88235294117646,0.9705882352941176,2,2,214,11.73,16.65,9,29,322.9,0.03,24,4,7,1,88,95,True,True,22868,0,15180,0,4,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2710,1,0,5,1,True,1,1,24.4539,54.3773,11241,2371,488.73913043478257,103.08695652173913,0.8695652173913043,40,278,300,9.35,7.17,12,29,90.33333333333333,0.0,24,4,7,1,31,0,True,True,9539,0,1818,38919166,1,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1001,2,0,5,1,True,1,25,25.2048,55.2708,4077,1863,339.75,155.25,0.9166666666666666,6,193,204,7.88,8.25,12,24,40.04,0.0,30,4,9,1,3,91,True,True,4821,0,6331,14021426,2299,0,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,2330,2,0,5,1,True,1,25,25.2048,55.2708,9778,1179,575.1764705882352,69.3529411764706,0.9411764705882352,24,7,23,7.5,17.77,12,29,77.66666666666667,0.0,24,4,7,1,90,28,True,True,2663,0,296,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,3810,2,0,5,6,True,1,25,25.2048,55.2708,10178,0,376.962962962963,0.0,1.0,2,24,116,10.92,11.27,15,29,127.0,0.0,24,4,7,1,90,97,False,True,13476,0,376,89049822,702,1,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,309,2,0,5,6,True,1,71,25.3463,55.4209,497,0,124.25,0.0,1.0,2,1,21,19.08,2.32,7,1,154.5,0.0,24,4,7,1,90,97,True,True,1099,0,446,40403490,855,1,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1359,2,0,5,1,True,1,25,25.2048,55.2708,3163,489,137.52173913043478,21.26086956521739,0.9565217391304348,6,1,167,8.07,14.07,12,29,45.3,0.0,30,4,12,1,3,562,True,True,10187,0,1082,0,2234,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,1002,2,0,2,4,False,0,25,25.2048,55.2708,2831,164,471.83333333333326,27.33333333333333,0.8333333333333333,16,3,34,3.27,10.62,6,29,34.3,0.0,24,4,7,1,89,82,True,False,1293,0,820,0,3528,0,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3991,2,0,5,1,True,1,1,24.4539,54.3773,9501,3764,452.4285714285714,179.23809523809524,0.7142857142857143,15,1,74,9.48,6.23,8,29,133.03333333333333,0.0,24,4,7,1,88,98,True,True,14842,0,1077,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,504,2,0,5,1,True,1,25,25.2048,55.2708,9655,5003,643.6666666666665,333.53333333333336,0.9333333333333332,4,97,111,7.78,11.22,9,12,38.76923076923077,0.0,30,4,12,1,3,481,True,True,755,0,40177,110754400,2361,0,2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,3553,2,0,5,1,True,1,25,25.2048,55.2708,14091,3092,828.8823529411764,181.8823529411765,0.7647058823529411,46,119,135,7.18,6.65,10,30,114.61290322580643,0.0,24,4,7,1,1,1,True,True,9317,0,7924,188839497,2199,1,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,69,2,0,5,1,True,1,25,25.2048,55.2708,183,0,61.0,0.0,1.0,6,12,14,9.57,10.03,10,0,69.0,0.0,24,4,7,1,61,97,False,False,732,0,1349,30533935,1449,1,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,948,2,0,5,6,True,1,1,24.4539,54.3773,817,0,81.7,0.0,1.0,2,68,101,7.32,5.75,10,24,37.92,0.0,24,4,7,1,89,96,True,True,8049,0,0,118859756,1777,1,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2041,2,0,5,1,True,1,25,25.2048,55.2708,14691,4959,979.4,330.6,0.8,18,363,377,15.57,6.87,12,29,68.03333333333333,0.0,24,4,7,1,90,97,True,True,5939,0,28384,415056660,928,1,920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,84,2,0,5,1,True,1,25,25.2048,55.2708,67,0,22.33333333333333,0.0,1.0,4,26,28,18.02,3.45,12,20,4.0,0.0,30,4,9,1,3,352,True,False,536,0,54,0,2234,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,1934,2,0,5,6,True,1,25,25.2048,55.2708,5198,0,433.16666666666663,0.0,1.0,2,1,18,16.53,7.82,13,25,74.38461538461537,0.0,24,4,7,1,83,91,True,True,9312,0,2295,152656583,1163,1,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,362,1,0,5,1,True,1,25,25.2048,55.2708,2261,0,565.25,0.0,1.0,43,148,151,23.15,17.78,22,24,14.48,0.0,24,4,7,1,83,0,True,True,755,0,3020,0,2234,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,781,2,0,5,1,True,1,25,25.2048,55.2708,2571,0,514.2,0.0,1.0,24,28,32,12.93,12.63,14,18,41.10526315789474,0.0,30,4,12,1,3,97,True,False,3999,0,9059,0,3398,0,3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,3600,2,0,5,6,True,1,68,25.8007,55.9762,7414,0,224.66666666666663,0.0,1.0,2,3,153,15.75,14.3,16,30,116.12903225806453,0.0,24,4,7,1,83,91,True,True,12728,0,0,124762098,1448,1,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1538,2,0,5,6,True,1,19,30.7333,76.7794,3303,0,300.27272727272725,0.0,1.0,2,10,122,2.07,8.53,9,28,53.03448275862069,0.0,23,4,7,1,96,97,True,True,8672,0,17100,198150665,1721,1,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
36,2717,1,0,5,1,True,1,71,25.3463,55.4209,18231,0,506.41666666666663,0.0,1.0,47,55,91,9.98,8.2,15,30,87.64516129032258,0.0,24,4,7,1,83,1,True,True,3389,0,599,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,7081,2,0,5,1,True,1,25,25.2048,55.2708,12447,1742,296.35714285714283,41.47619047619048,0.9523809523809524,24,112,248,5.75,19.37,13,28,244.17241379310343,0.0,24,3,7,1,89,62,True,True,31608,0,32212,159896863,2873,0,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,51,2,0,7,6,True,1,1,24.4539,54.3773,1310,1310,1310.0,1310.0,0.0,54,4,4,16.75,16.75,17,0,273.0,0.0,24,4,7,1,61,68,True,True,275,0,10480,285216928,994,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1434,2,0,5,1,True,1,25,25.2048,55.2708,4320,0,540.0,0.0,1.0,55,111,118,10.77,16.6,19,28,49.44827586206897,0.0,24,4,7,1,61,97,True,True,4137,0,2777,0,906,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
