count_session,count_hit,channelGrouping,totals_newVisits,device_browser,device_operatingSystem,device_isMobile,device_deviceCategory,geoNetwork_region,geoNetwork_latitude,geoNetwork_longitude,historic_session,historic_session_page,avg_session_time,avg_session_time_page,single_page_rate,sessionQualityDim,earliest_visit_number,latest_visit_number,time_earliest_visit,time_latest_visit,avg_visit_time,days_since_first_visit,visits_per_day,bounce_rate,earliest_source,latest_source,earliest_medium,latest_medium,earliest_keyword,latest_keyword,earliest_isTrueDirect,latest_isTrueDirect,num_interactions,bounces,time_on_site,transactionRevenue,products_array,has_converted,product_list,"food_cupboard--tins,_jars_&_packets--powdered_milk","baby_products--milk,_food_&_juices--baby_&_toddler_formula--baby_formula_(1-6_years)","baby_products--milk,_food_&_juices--juices_&_beverages",nonfood,"baby_products--milk,_food_&amp;_juices--baby_&amp;_toddler_formula--baby_formula_(6-12_months)",Changing_&_Bathing,"baby_products--changing_&amp;_bathing--diapers,_wipes_&amp;_diaper_cream--baby_wipes_family_pack","baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--baby_wipes_single_piece",Baby_Products,fresh_food--dairy_&_eggs--yoghurt--probiotic_yoghurt,Baby_Pants,Baby Products--Changing &amp; Bathing--Pull-ups &amp; Swimming Pants--Baby Pants,Baby_and_Personal_Care,baby_products--changing_&_bathing--pull-ups_&_swimming_pants--baby_pants,"Baby_Products--Changing_&amp;amp;_Bathing--Diapers,_Wipes_&amp;amp;_Diaper_Cream--Baby_Diapers","baby_products--milk,_food_&amp;_juices--baby_&amp;_toddler_formula--baby_formula_(1-6_years)","baby_products--milk,_food_&amp;_juices--baby_&amp;_toddler_formula--baby_formula_(0-6_months)","Baby_Products--Changing_&_Bathing--Diapers,_Wipes_&_Diaper_Cream--Baby_Diapers","baby_products--milk,_food_&_juices--baby_&_toddler_formula--baby_formula_(6-12_years)",سراويل_الأطفال,fresh_food--dairy_&_eggs--cheese_&_labneh--labneh,حفاضات_اطفال,"baby_products--milk,_food_&_juices--baby_&_toddler_formula--baby_formula_(6-12_months)",Baby_Diapers,baby_products--changing_&amp;_bathing--pull-ups_&amp;_swimming_pants--baby_pants,non_food,"baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--natural_baby_diapers",food,Bulk_Savings,"food_cupboard--tins,_jars_&amp;_packets--powdered_milk","Diapers,_Wipes_&_Diaper_Cream","baby_products--milk,_food_&_juices--baby_&_toddler_formula--baby_formula_(0-6_months)",baby_products--changing_&_bathing--pull-ups_&_swimming_pants--baby_swimming,(not set),"Baby Products--Changing &amp; Bathing--Diapers, Wipes &amp; Diaper Cream--Baby Diapers",Pull-ups_&_Swimming_Pants,"baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--baby_diapers","baby_products--changing_&amp;_bathing--diapers,_wipes_&amp;_diaper_cream--baby_diapers","baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--baby_wipes_family_pack","baby_products--changing_&_bathing--diapers,_wipes_&_diaper_cream--natural_baby_wipes"
124,16223,2,0,5,1,True,1,25,25.2048,55.2708,81341,4990,655.9758064516129,40.24193548387097,0.9838709677419356,24,422,546,6.73,17.78,13,29,540.7666666666667,0.0,24,4,7,1,1,1,True,True,39072,0,18199,0,2683,0,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1252,2,0,5,6,True,1,1,24.4539,54.3773,1461,0,112.3846153846154,0.0,1.0,2,6,29,4.57,6.95,7,28,43.172413793103445,0.0,24,4,7,1,94,1,True,True,3053,0,14888,96327152,98,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,96,2,0,5,6,True,1,2,25.4052,55.5136,90,0,90.0,0.0,1.0,2,36,36,8.58,8.58,9,0,96.0,0.0,24,4,7,1,88,95,False,False,6836,0,1176,398917573,240,1,235,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8,1175,2,0,5,6,True,1,25,25.2048,55.2708,706,0,88.25,0.0,1.0,2,245,252,6.28,12.48,11,26,43.51851851851852,0.0,24,4,7,1,90,97,True,True,6803,0,112,66008773,825,1,841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,2081,2,0,5,6,True,1,25,25.2048,55.2708,2279,0,175.30769230769232,0.0,1.0,2,37,47,2.4,9.85,12,23,86.70833333333333,0.0,24,4,7,1,89,96,True,True,5386,0,1968,201826593,1576,1,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,4013,1,0,5,1,True,1,25,25.2048,55.2708,8412,0,300.42857142857144,0.0,1.0,6,1,16,9.58,15.25,11,26,148.62962962962962,0.0,0,4,0,1,3,0,True,False,5928,0,0,389735240,1322,1,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,1854,1,0,5,1,True,1,25,25.2048,55.2708,4942,0,235.33333333333331,0.0,1.0,18,158,178,14.03,14.87,11,29,61.8,0.0,30,4,12,1,3,0,True,True,7432,0,744,0,2286,0,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,40779,2,0,5,6,True,1,1,24.4539,54.3773,60071,852,380.1962025316456,5.39240506329114,0.9936708860759492,2,15,1067,14.17,13.55,12,30,1317.032258064516,0.0,24,4,7,1,90,95,True,True,151952,0,0,86137845,1448,1,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6362,2,0,5,1,True,1,71,25.3463,55.4209,37118,1524,598.6774193548387,24.580645161290324,0.967741935483871,21,150,212,7.98,5.33,15,30,205.2258064516129,0.0,24,4,7,1,1,159,True,True,10549,0,26600,0,2746,0,2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,1353,1,0,5,1,True,1,1,24.4539,54.3773,3131,0,626.2,0.0,1.0,6,78,82,14.88,17.35,16,26,50.11111111111112,0.0,24,4,7,1,1,1,True,True,3158,0,43296,0,2839,0,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,1860,2,0,5,1,True,1,25,25.2048,55.2708,9283,2261,488.578947368421,119.0,0.8421052631578946,6,180,198,13.98,20.87,17,30,60.0,0.0,24,4,7,1,83,522,True,True,2876,0,2735,47455166,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,2397,2,0,5,1,True,1,1,24.4539,54.3773,7606,1958,543.2857142857143,139.85714285714286,0.8571428571428571,40,1,14,3.78,7.93,13,25,92.1923076923077,0.0,0,4,0,1,3,91,True,True,2397,0,964,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,3676,2,0,5,6,True,1,1,24.4539,54.3773,7750,0,276.7857142857143,0.0,1.0,2,4,194,8.83,14.1,14,29,122.53333333333332,0.0,24,4,7,1,83,91,True,True,9554,0,28635,307249491,1651,1,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12,2628,2,0,5,6,True,1,25,25.2048,55.2708,2593,0,216.08333333333331,0.0,1.0,4,12,145,5.5,9.1,9,22,114.2608695652174,0.0,24,4,7,1,83,91,False,True,10212,0,919,65396641,2055,1,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,1556,2,0,5,1,True,1,25,25.2048,55.2708,8995,5976,642.5,426.8571428571428,0.8571428571428571,4,30,44,14.7,15.45,13,9,155.6,0.0,24,4,7,1,88,1,True,True,1556,0,29,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,91,2,0,2,5,False,0,25,25.2048,55.2708,3117,3117,779.25,779.25,0.25,61,5,9,8.98,8.85,9,1,187.0,0.0,16,4,6,1,3,74,False,False,374,0,33537,101027780,13,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,275,2,0,5,6,True,1,71,25.3463,55.4209,256,0,64.0,0.0,1.0,2,133,136,12.82,20.58,20,30,8.870967741935484,0.0,24,4,7,1,207,91,True,True,2176,0,854,32058263,1162,1,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,157,2,1,2,5,False,0,25,25.2048,55.2708,1146,721,229.2,144.2,0.6,9,1,103,21.7,20.68,19,9,20.7,0.0,30,4,12,1,3,68,True,False,1380,0,7729,59188593,45,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1377,2,0,5,1,True,1,1,24.4539,54.3773,4029,0,671.5,0.0,1.0,40,32,37,16.87,10.97,14,30,44.41935483870968,0.0,24,4,7,1,89,547,True,True,1377,0,44012,0,2641,0,2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,2259,2,0,5,6,True,1,25,25.2048,55.2708,4498,0,346.0,0.0,1.0,2,1,15,9.43,1.38,8,12,173.76923076923077,0.0,24,4,7,1,334,220,True,True,9664,0,1613,22211029,793,1,852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1001,2,0,5,1,True,1,25,25.2048,55.2708,3556,2041,355.6,204.1,0.9,8,17,26,10.47,16.95,10,21,45.5,0.0,0,4,0,1,3,26,True,True,2499,0,1969,0,3276,0,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,1444,2,0,5,1,True,1,25,25.2048,55.2708,2954,0,155.47368421052633,0.0,1.0,5,31,117,11.4,11.0,12,30,46.58064516129032,0.0,30,4,12,1,3,562,False,True,2839,0,3321,0,3283,0,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,735,2,0,5,1,True,1,25,25.2048,55.2708,5212,2108,521.2,210.8,0.8,4,3,12,18.3,7.38,16,22,31.956521739130437,0.0,23,4,7,1,42,95,True,False,2735,0,4672,56630022,2265,0,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,1521,2,0,5,1,True,1,25,25.2048,55.2708,9185,1279,510.27777777777777,71.05555555555556,0.9444444444444444,6,1,19,6.77,17.32,11,25,58.5,0.0,0,4,0,1,3,95,True,True,1521,0,5151,0,3277,0,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,3615,2,0,5,6,True,1,25,25.2048,55.2708,3907,310,126.03225806451611,10.0,0.9032258064516128,2,1,88,13.98,16.12,11,29,121.26666666666668,0.0,24,4,7,1,88,162,True,True,14402,0,1477,77258860,1806,1,1802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,19159,2,0,5,6,True,1,1,24.4539,54.3773,35081,0,318.91818181818184,0.0,1.0,2,19,391,20.63,18.57,17,29,638.6333333333333,0.0,24,4,7,1,88,91,True,True,62346,0,26783,97559208,70,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,5231,1,0,5,1,True,1,1,24.4539,54.3773,19891,8059,568.3142857142857,230.25714285714287,0.7714285714285714,4,14,48,16.48,5.6,14,29,174.36666666666667,0.0,30,4,12,1,3,1,True,True,15521,0,1250,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1856,1,0,5,6,True,1,1,24.4539,54.3773,3106,0,388.25,0.0,1.0,2,44,311,10.75,12.03,15,28,64.0,0.0,24,4,7,1,1,1,True,True,20636,0,5788,316264155,808,1,803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,2717,2,0,5,6,True,1,25,25.2048,55.2708,7143,0,476.2,0.0,1.0,2,1,23,12.53,18.13,12,20,129.38095238095238,0.0,24,4,7,1,88,95,True,True,2717,0,0,71277807,1777,1,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4488,2,0,5,6,True,1,25,25.2048,55.2708,8426,1933,366.3478260869565,84.04347826086956,0.9565217391304348,2,1,217,7.83,13.33,10,18,240.47368421052636,0.0,24,4,7,1,1,1,True,True,15410,0,5680,0,999,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,698,2,0,5,1,True,1,1,24.4539,54.3773,3441,0,181.10526315789477,0.0,1.0,5,49,67,13.98,11.27,11,15,43.625,0.0,24,4,7,1,88,91,True,True,698,0,734,0,3335,0,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9925,2,0,2,5,False,0,2,25.4052,55.5136,25567,6902,594.5813953488372,160.51162790697674,0.9069767441860463,53,1,52,23.63,13.02,12,29,351.5,0.05,24,4,7,1,61,68,True,True,14821,0,14366,0,1033,0,1028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2435,2,0,5,6,True,1,1,24.4539,54.3773,1964,0,151.07692307692307,0.0,1.0,2,1,37,6.82,17.32,10,27,86.9642857142857,0.0,24,4,7,1,88,95,True,True,3874,0,1109,0,2,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,5083,2,0,5,6,True,1,25,25.2048,55.2708,6491,0,249.65384615384616,0.0,1.0,2,68,115,16.9,11.57,11,30,163.96774193548387,0.0,24,4,7,1,90,97,True,True,10557,0,0,390061542,1321,1,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2,167,2,0,5,1,True,1,25,25.2048,55.2708,506,0,253.0,0.0,1.0,4,18,19,15.55,9.47,15,19,8.35,0.0,23,3,7,1,43,45,True,True,825,0,1246,78627824,343,1,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
13,493,1,0,5,1,True,1,1,24.1302,55.8023,4268,0,328.3076923076923,0.0,1.0,4,117,129,12.35,12.58,10,29,16.433333333333334,0.0,30,4,12,1,3,0,False,True,636,0,51,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,3250,2,0,5,1,True,1,1,24.4539,54.3773,17214,5385,688.56,215.4,0.92,39,125,149,12.43,11.03,9,29,108.33333333333331,0.0,24,4,7,1,88,95,True,True,7633,0,8930,43000360,2299,0,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,1897,2,0,5,6,True,1,25,25.2048,55.2708,3107,0,258.9166666666667,0.0,1.0,4,64,180,8.7,3.98,12,24,75.88,0.0,24,4,7,1,90,95,True,True,13561,0,6771,479181177,1731,1,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
18,1290,2,0,5,1,True,1,25,25.2048,55.2708,7199,0,399.94444444444446,0.0,1.0,44,151,168,8.37,8.77,9,27,46.07142857142857,0.0,30,4,12,1,3,95,True,True,8427,0,17416,34467776,781,1,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
9,1673,2,0,5,1,True,1,25,25.2048,55.2708,4548,4401,505.33333333333326,489.0,0.5555555555555555,45,22,30,3.65,6.17,7,25,64.34615384615384,0.0,24,4,7,1,88,91,True,True,3078,0,24830,1951759732,2760,1,2747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,115,2,0,2,6,True,1,1,24.4539,54.3773,5257,5257,1314.25,1314.25,0.0,47,9,13,8.52,10.37,12,8,128.44444444444446,0.0,24,4,7,1,68,73,True,True,1165,0,23360,0,9,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,1487,2,0,5,6,True,1,25,25.2048,55.2708,2057,0,121.0,0.0,1.0,2,1,19,21.0,6.58,18,26,55.07407407407408,0.0,0,4,0,1,3,28,True,True,5585,0,494,80642416,1344,1,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
20,496,2,0,5,6,True,1,25,25.2048,55.2708,673,0,33.65,0.0,1.0,2,70,114,11.03,19.37,16,24,19.84,0.0,30,4,9,1,3,97,True,True,4999,0,7504,109572331,2031,1,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1398,2,0,5,1,True,1,1,24.4539,54.3773,6807,0,219.58064516129036,0.0,1.0,5,7,38,10.5,17.07,12,27,49.92857142857143,0.0,24,4,7,1,0,1,True,False,1398,0,522,0,3335,0,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,210,1,0,5,1,True,1,1,24.4539,54.3773,774,0,387.0,0.0,1.0,21,72,73,11.47,9.18,9,1,105.0,0.0,24,4,7,1,1,1,True,False,210,0,4627,0,2331,0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,13879,2,0,5,6,True,1,1,24.4539,54.3773,13585,0,266.37254901960785,0.0,1.0,2,18,203,4.38,18.97,11,29,462.63333333333327,0.0,24,4,7,1,89,96,True,True,53504,0,0,626564427,1288,1,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1545,2,0,5,6,True,1,55,0.0,0.0,3269,0,544.8333333333334,0.0,1.0,8,67,72,15.23,21.02,16,25,59.42307692307692,0.0,24,4,7,1,89,96,True,True,10243,0,1131,57149080,882,1,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,7725,2,0,5,1,True,1,25,25.2048,55.2708,38092,6976,507.89333333333326,93.0133333333333,0.92,53,613,687,10.47,7.72,9,30,249.1935483870968,0.0,24,4,7,1,1,91,False,True,32118,0,434,0,3265,0,3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,432,2,0,5,1,True,1,25,25.2048,55.2708,1064,0,76.0,0.0,1.0,8,90,103,5.5,19.6,16,25,16.615384615384617,0.0,24,4,7,1,27,95,True,True,949,0,294,0,2192,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,346,2,0,5,6,True,1,25,25.2048,55.2708,267,0,44.5,0.0,1.0,2,186,191,2.93,5.02,6,16,20.352941176470587,0.0,24,4,7,1,83,91,True,True,9157,0,9782,199291870,350,1,346,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
17,1188,2,0,5,6,True,1,25,25.2048,55.2708,2850,1358,167.64705882352942,79.88235294117646,0.8823529411764705,2,1,10,11.53,16.48,14,27,45.892857142857146,0.0,0,4,0,1,3,95,True,True,1285,0,16049,0,10,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,3358,2,0,5,6,True,1,25,25.2048,55.2708,12969,0,720.5,0.0,1.0,2,85,102,0.45,23.45,12,25,129.15384615384616,0.0,24,4,7,1,88,95,True,True,7901,0,16168,268160509,454,1,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
35,4679,2,0,5,6,True,1,1,24.4539,54.3773,9592,0,274.0571428571429,0.0,1.0,2,1,136,6.7,18.08,11,29,155.96666666666667,0.0,23,3,7,1,43,45,True,True,8301,0,512,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127,13368,2,0,5,1,True,1,2,25.4052,55.5136,64949,7617,511.40944881889766,59.976377952755904,0.984251968503937,4,21,603,13.53,12.68,13,30,431.22580645161287,0.0,24,3,7,1,25,45,True,True,42251,0,25027,62086332,979,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44,5902,2,0,5,1,True,1,25,25.2048,55.2708,38618,1800,877.6818181818181,40.90909090909091,0.9545454545454544,5,48,92,8.3,13.08,12,29,196.7333333333333,0.0,30,4,12,1,3,95,True,True,11940,0,4194,0,2286,0,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,6516,2,0,5,1,True,1,25,25.2048,55.2708,30190,3204,450.5970149253731,47.82089552238806,0.9701492537313432,56,351,419,21.22,17.88,11,29,217.2,0.0,24,4,7,1,89,96,True,True,8461,0,2459,29158724,414,1,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,446,2,0,5,1,True,1,1,24.4539,54.3773,2273,0,378.83333333333326,0.0,1.0,40,4,9,19.4,13.98,15,11,37.16666666666666,0.0,24,4,7,1,88,95,True,True,446,0,2712,0,2316,0,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,6904,2,0,5,1,True,1,2,25.4052,55.5136,49378,0,649.7105263157895,0.0,1.0,50,1,84,17.18,17.63,14,27,246.57142857142856,0.0,24,4,7,1,88,95,True,True,19668,0,2470,0,2234,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,2220,1,0,5,6,True,1,25,25.2048,55.2708,2533,0,281.44444444444446,0.0,1.0,2,42,50,11.4,16.48,14,17,123.33333333333331,0.0,24,4,7,1,1,1,True,True,3918,0,11608,0,1082,0,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,98,2,0,5,1,True,1,71,25.3463,55.4209,314,0,314.0,0.0,1.0,7,259,259,5.6,5.6,6,0,98.0,0.0,24,4,7,1,90,97,True,True,669,0,6615,0,2784,0,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,3111,2,0,5,6,True,1,25,25.2048,55.2708,3820,0,272.85714285714283,0.0,1.0,2,1,31,10.25,10.4,12,28,107.27586206896552,0.0,24,4,7,1,89,95,True,True,3111,0,1716,117547442,300,1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21,3076,2,0,5,6,True,1,25,25.2048,55.2708,2554,0,121.61904761904762,0.0,1.0,2,6,61,23.55,19.58,18,27,109.85714285714286,0.0,24,4,7,1,83,97,True,True,6808,0,0,58944422,1594,1,1605,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,2,0,7,6,True,1,25,25.2048,55.2708,1986,1986,1986.0,1986.0,0.0,52,6,6,19.22,19.22,19,0,95.0,0.0,24,4,7,1,188,250,False,False,95,0,12066,125343300,2182,1,2181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,9078,2,0,5,6,True,1,25,25.2048,55.2708,15149,0,302.98,0.0,1.0,2,31,239,11.93,18.58,13,29,302.6,0.0,24,4,7,1,90,95,True,True,41734,0,3008,236175525,1302,1,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
